OMRÅDE;KØN;ALDER;TID;INDHOLD
083;1;27;2020K1;7822
083;1;28;2008K1;6519
083;1;28;2009K1;6300
083;1;28;2010K1;5968
083;1;28;2011K1;6032
083;1;28;2012K1;5792
083;1;28;2013K1;5934
083;1;28;2014K1;6055
083;1;28;2015K1;6362
083;1;28;2016K1;6527
083;1;28;2017K1;6943
083;1;28;2018K1;7111
083;1;28;2019K1;7576
083;1;28;2020K1;7383
083;1;29;2008K1;6665
083;1;29;2009K1;6559
083;1;29;2010K1;6328
083;1;29;2011K1;5985
083;1;29;2012K1;6079
083;1;29;2013K1;5797
083;1;29;2014K1;5999
083;1;29;2015K1;6108
083;1;29;2016K1;6449
083;1;29;2017K1;6589
083;1;29;2018K1;7001
083;1;29;2019K1;7199
083;1;29;2020K1;7557
083;1;30;2008K1;6705
083;1;30;2009K1;6722
083;1;30;2010K1;6541
083;1;30;2011K1;6323
083;1;30;2012K1;5999
083;1;30;2013K1;6131
083;1;30;2014K1;5873
083;1;30;2015K1;6028
083;1;30;2016K1;6258
083;1;30;2017K1;6524
083;1;30;2018K1;6651
083;1;30;2019K1;7025
083;1;30;2020K1;7148
083;1;31;2008K1;7305
083;1;31;2009K1;6784
083;1;31;2010K1;6713
083;1;31;2011K1;6583
083;1;31;2012K1;6381
083;1;31;2013K1;6043
083;1;31;2014K1;6228
083;1;31;2015K1;5963
083;1;31;2016K1;6142
083;1;31;2017K1;6319
083;1;31;2018K1;6631
083;1;31;2019K1;6728
083;1;31;2020K1;7053
083;1;32;2008K1;7540
083;1;32;2009K1;7362
083;1;32;2010K1;6795
083;1;32;2011K1;6722
083;1;32;2012K1;6634
083;1;32;2013K1;6448
083;1;32;2014K1;6074
083;1;32;2015K1;6347
083;1;32;2016K1;6098
083;1;32;2017K1;6252
083;1;32;2018K1;6415
083;1;32;2019K1;6740
083;1;32;2020K1;6761
083;1;33;2008K1;7317
083;1;33;2009K1;7579
083;1;33;2010K1;7367
083;1;33;2011K1;6788
083;1;33;2012K1;6744
083;1;33;2013K1;6648
083;1;33;2014K1;6483
083;1;33;2015K1;6138
083;1;33;2016K1;6437
083;1;33;2017K1;6153
083;1;33;2018K1;6348
083;1;33;2019K1;6510
083;1;33;2020K1;6779
083;1;34;2008K1;7864
083;1;34;2009K1;7388
083;1;34;2010K1;7590
083;1;34;2011K1;7369
083;1;34;2012K1;6817
083;1;34;2013K1;6821
083;1;34;2014K1;6695
083;1;34;2015K1;6557
083;1;34;2016K1;6287
083;1;34;2017K1;6510
083;1;34;2018K1;6225
083;1;34;2019K1;6465
083;1;34;2020K1;6556
083;1;35;2008K1;8146
083;1;35;2009K1;7910
083;1;35;2010K1;7418
083;1;35;2011K1;7577
083;1;35;2012K1;7369
083;1;35;2013K1;6826
083;1;35;2014K1;6869
083;1;35;2015K1;6785
083;1;35;2016K1;6673
083;1;35;2017K1;6394
083;1;35;2018K1;6579
083;1;35;2019K1;6325
083;1;35;2020K1;6503
083;1;36;2008K1;8399
083;1;36;2009K1;8148
083;1;36;2010K1;7918
083;1;36;2011K1;7442
083;1;36;2012K1;7601
083;1;36;2013K1;7395
083;1;36;2014K1;6847
083;1;36;2015K1;6947
083;1;36;2016K1;6914
083;1;36;2017K1;6729
083;1;36;2018K1;6434
083;1;36;2019K1;6636
083;1;36;2020K1;6323
083;1;37;2008K1;8061
083;1;37;2009K1;8413
083;1;37;2010K1;8166
083;1;37;2011K1;7915
083;1;37;2012K1;7427
083;1;37;2013K1;7620
083;1;37;2014K1;7453
083;1;37;2015K1;6940
083;1;37;2016K1;7046
083;1;37;2017K1;6967
083;1;37;2018K1;6773
083;1;37;2019K1;6494
083;1;37;2020K1;6663
083;1;39;2008K1;8489
083;1;39;2009K1;8239
083;1;39;2010K1;8141
083;1;39;2011K1;8383
083;1;39;2012K1;8171
083;1;39;2013K1;7967
083;1;39;2014K1;7490
083;1;39;2015K1;7697
083;1;39;2016K1;7602
083;1;39;2017K1;7073
083;1;39;2018K1;7150
083;1;39;2019K1;7073
083;1;39;2020K1;6879
083;1;40;2008K1;9082
083;1;40;2009K1;8507
083;1;40;2010K1;8221
083;1;40;2011K1;8132
083;1;40;2012K1;8381
083;1;40;2013K1;8172
083;1;40;2014K1;8008
083;1;40;2015K1;7542
083;1;40;2016K1;7792
083;1;40;2017K1;7631
083;1;40;2018K1;7080
083;1;40;2019K1;7187
083;1;40;2020K1;7078
083;1;41;2008K1;9761
083;1;41;2009K1;9149
083;1;41;2010K1;8483
083;1;41;2011K1;8198
083;1;41;2012K1;8137
083;1;41;2013K1;8384
083;1;41;2014K1;8190
083;1;41;2015K1;8028
083;1;41;2016K1;7609
083;1;41;2017K1;7822
083;1;41;2018K1;7693
083;1;41;2019K1;7118
083;1;41;2020K1;7170
083;1;42;2008K1;9502
083;1;42;2009K1;9780
083;1;42;2010K1;9123
083;1;42;2011K1;8464
083;1;42;2012K1;8179
083;1;42;2013K1;8145
083;1;42;2014K1;8430
083;1;42;2015K1;8253
083;1;42;2016K1;8070
083;1;42;2017K1;7667
083;1;42;2018K1;7884
083;1;42;2019K1;7721
083;1;42;2020K1;7175
083;1;43;2008K1;9389
083;1;43;2009K1;9523
083;1;43;2010K1;9762
083;1;43;2011K1;9112
083;1;43;2012K1;8451
083;1;43;2013K1;8189
083;1;43;2014K1;8120
083;1;43;2015K1;8457
083;1;43;2016K1;8331
083;1;43;2017K1;8076
083;1;43;2018K1;7698
083;1;43;2019K1;7910
083;1;43;2020K1;7717
083;1;44;2008K1;9236
083;1;44;2009K1;9411
083;1;44;2010K1;9531
083;1;44;2011K1;9766
083;1;44;2012K1;9085
083;1;44;2013K1;8452
083;1;44;2014K1;8199
083;1;44;2015K1;8138
083;1;44;2016K1;8471
083;1;44;2017K1;8350
083;1;44;2018K1;8125
083;1;44;2019K1;7745
083;1;44;2020K1;7896
083;1;45;2008K1;8837
083;1;45;2009K1;9225
083;1;45;2010K1;9426
083;1;45;2011K1;9488
083;1;45;2012K1;9759
083;1;45;2013K1;9096
083;1;45;2014K1;8469
083;1;45;2015K1;8232
083;1;45;2016K1;8183
083;1;45;2017K1;8471
083;1;45;2018K1;8353
083;1;45;2019K1;8132
083;1;45;2020K1;7751
083;1;46;2008K1;8575
083;1;46;2009K1;8844
083;1;46;2010K1;9185
083;1;46;2011K1;9419
083;1;46;2012K1;9503
083;1;46;2013K1;9751
083;1;46;2014K1;9091
083;1;46;2015K1;8455
083;1;46;2016K1;8254
083;1;46;2017K1;8176
083;1;46;2018K1;8503
083;1;46;2019K1;8382
083;1;46;2020K1;8129
083;1;47;2008K1;8536
083;1;47;2009K1;8567
083;1;47;2010K1;8826
083;1;47;2011K1;9176
083;1;47;2012K1;9381
083;1;47;2013K1;9473
083;1;47;2014K1;9728
083;1;47;2015K1;9093
083;1;47;2016K1;8503
083;1;47;2017K1;8246
083;1;47;2018K1;8206
083;1;47;2019K1;8523
083;1;47;2020K1;8388
083;1;48;2008K1;8408
083;1;48;2009K1;8516
083;1;48;2010K1;8565
083;1;48;2011K1;8814
083;1;48;2012K1;9171
083;1;48;2013K1;9378
083;1;48;2014K1;9403
083;1;48;2015K1;9724
083;1;48;2016K1;9055
083;1;48;2017K1;8516
083;1;48;2018K1;8261
083;1;48;2019K1;8197
083;1;48;2020K1;8503
083;1;49;2008K1;8384
083;1;49;2009K1;8380
083;1;49;2010K1;8503
083;1;49;2011K1;8529
083;1;49;2012K1;8798
083;1;49;2013K1;9144
083;1;49;2014K1;9349
083;1;49;2015K1;9396
083;1;49;2016K1;9743
083;1;49;2017K1;9053
083;1;49;2018K1;8508
083;1;49;2019K1;8251
083;1;49;2020K1;8183
083;1;50;2008K1;8228
083;1;50;2009K1;8345
083;1;50;2010K1;8340
083;1;50;2011K1;8455
083;1;50;2012K1;8495
083;1;50;2013K1;8744
083;1;50;2014K1;9129
083;1;50;2015K1;9330
083;1;50;2016K1;9396
083;1;50;2017K1;9776
083;1;50;2018K1;9078
083;1;50;2019K1;8491
083;1;50;2020K1;8261
083;1;51;2008K1;8481
083;1;51;2009K1;8219
083;1;51;2010K1;8326
083;1;51;2011K1;8316
083;1;51;2012K1;8413
083;1;51;2013K1;8471
083;1;51;2014K1;8731
083;1;51;2015K1;9115
083;1;51;2016K1;9330
083;1;51;2017K1;9388
083;1;51;2018K1;9744
083;1;51;2019K1;9064
083;1;51;2020K1;8460
083;1;52;2008K1;8470
083;1;52;2009K1;8457
083;1;52;2010K1;8186
083;1;52;2011K1;8293
083;1;52;2012K1;8267
083;1;52;2013K1;8389
083;1;52;2014K1;8441
083;1;52;2015K1;8711
083;1;52;2016K1;9069
083;1;52;2017K1;9306
083;1;52;2018K1;9384
083;1;52;2019K1;9724
083;1;52;2020K1;9056
083;1;53;2008K1;8104
083;1;53;2009K1;8454
083;1;53;2010K1;8411
083;1;53;2011K1;8128
083;1;53;2012K1;8249
083;1;53;2013K1;8236
083;1;53;2014K1;8351
083;1;53;2015K1;8402
083;1;53;2016K1;8688
083;1;53;2017K1;9048
083;1;53;2018K1;9294
083;1;53;2019K1;9350
083;1;53;2020K1;9669
083;1;54;2008K1;8321
083;1;54;2009K1;8080
083;1;54;2010K1;8430
083;1;54;2011K1;8348
083;1;54;2012K1;8072
083;1;54;2013K1;8203
083;1;54;2014K1;8182
083;1;54;2015K1;8319
083;1;54;2016K1;8373
083;1;54;2017K1;8628
083;1;54;2018K1;9044
083;1;54;2019K1;9260
083;1;54;2020K1;9302
083;1;55;2008K1;7992
083;1;55;2009K1;8295
083;1;55;2010K1;8028
083;1;55;2011K1;8351
083;1;55;2012K1;8301
083;1;55;2013K1;8032
083;1;55;2014K1;8164
083;1;55;2015K1;8131
083;1;55;2016K1;8303
083;1;55;2017K1;8341
083;1;55;2018K1;8605
083;1;55;2019K1;9009
083;1;55;2020K1;9205
083;1;56;2008K1;7724
083;1;56;2009K1;7934
083;1;56;2010K1;8234
083;1;56;2011K1;7956
083;1;56;2012K1;8282
083;1;56;2013K1;8239
083;1;56;2014K1;7993
083;1;56;2015K1;8121
083;1;56;2016K1;8099
083;1;56;2017K1;8278
083;1;56;2018K1;8299
083;1;56;2019K1;8583
083;1;56;2020K1;8971
083;1;57;2008K1;7915
083;1;57;2009K1;7684
083;1;57;2010K1;7884
083;1;57;2011K1;8175
083;1;57;2012K1;7908
083;1;57;2013K1;8217
083;1;57;2014K1;8188
083;1;57;2015K1;7934
083;1;57;2016K1;8085
083;1;57;2017K1;8057
083;1;57;2018K1;8231
083;1;57;2019K1;8271
083;1;57;2020K1;8529
083;1;58;2008K1;7877
083;1;58;2009K1;7861
083;1;58;2010K1;7611
083;1;58;2011K1;7842
083;1;58;2012K1;8119
083;1;58;2013K1;7857
083;1;58;2014K1;8157
083;1;58;2015K1;8148
083;1;58;2016K1;7887
083;1;58;2017K1;8050
083;1;58;2018K1;8002
083;1;58;2019K1;8153
083;1;58;2020K1;8214
083;1;59;2008K1;8252
083;1;59;2009K1;7815
083;1;59;2010K1;7800
083;1;59;2011K1;7562
083;1;59;2012K1;7769
083;1;59;2013K1;8061
083;1;59;2014K1;7787
083;1;59;2015K1;8116
083;1;59;2016K1;8079
083;1;59;2017K1;7836
083;1;59;2018K1;8006
083;1;59;2019K1;7947
083;1;59;2020K1;8112
083;1;60;2008K1;8622
083;1;60;2009K1;8207
083;1;60;2010K1;7732
083;1;60;2011K1;7728
083;1;60;2012K1;7497
083;1;60;2013K1;7703
083;1;60;2014K1;8000
083;1;60;2015K1;7718
083;1;60;2016K1;8051
083;1;60;2017K1;8013
083;1;60;2018K1;7776
083;1;60;2019K1;7956
083;1;60;2020K1;7899
083;1;61;2008K1;8880
083;1;61;2009K1;8523
083;1;61;2010K1;8115
083;1;61;2011K1;7653
083;1;61;2012K1;7666
083;1;61;2013K1;7423
083;1;61;2014K1;7649
083;1;61;2015K1;7918
083;1;61;2016K1;7613
083;1;61;2017K1;7978
083;1;61;2018K1;7949
083;1;61;2019K1;7728
083;1;61;2020K1;7890
083;1;62;2008K1;8625
083;1;62;2009K1;8776
083;1;62;2010K1;8443
083;1;62;2011K1;8030
083;1;62;2012K1;7580
083;1;62;2013K1;7594
083;1;62;2014K1;7359
083;1;62;2015K1;7592
083;1;62;2016K1;7860
083;1;62;2017K1;7540
083;1;62;2018K1;7910
083;1;62;2019K1;7891
083;1;62;2020K1;7662
083;1;63;2008K1;8063
083;1;63;2009K1;8534
083;1;63;2010K1;8667
083;1;63;2011K1;8339
083;1;63;2012K1;7939
083;1;63;2013K1;7514
083;1;63;2014K1;7513
083;1;63;2015K1;7277
083;1;63;2016K1;7515
083;1;63;2017K1;7784
083;1;63;2018K1;7477
083;1;63;2019K1;7818
083;1;63;2020K1;7813
083;1;64;2008K1;7210
083;1;64;2009K1;7968
083;1;64;2010K1;8421
083;1;64;2011K1;8571
083;1;64;2012K1;8241
083;1;64;2013K1;7849
083;1;64;2014K1;7449
083;1;64;2015K1;7415
083;1;64;2016K1;7228
083;1;64;2017K1;7415
083;1;64;2018K1;7691
083;1;64;2019K1;7403
083;1;64;2020K1;7745
083;1;65;2008K1;6853
083;1;65;2009K1;7114
083;1;65;2010K1;7838
083;1;65;2011K1;8343
083;1;65;2012K1;8450
083;1;65;2013K1;8141
083;1;65;2014K1;7764
083;1;65;2015K1;7379
083;1;65;2016K1;7330
083;1;65;2017K1;7136
083;1;65;2018K1;7328
083;1;65;2019K1;7608
083;1;65;2020K1;7307
083;1;66;2008K1;6177
083;1;66;2009K1;6750
083;1;66;2010K1;6997
083;1;66;2011K1;7718
083;1;66;2012K1;8217
083;1;66;2013K1;8350
083;1;66;2014K1;8042
083;1;66;2015K1;7676
083;1;66;2016K1;7267
083;1;66;2017K1;7237
083;1;66;2018K1;7060
083;1;66;2019K1;7254
083;1;66;2020K1;7514
083;1;67;2008K1;5830
083;1;67;2009K1;6081
083;1;67;2010K1;6645
083;1;67;2011K1;6884
083;1;67;2012K1;7591
083;1;67;2013K1;8094
083;1;67;2014K1;8199
083;1;67;2015K1;7940
083;1;67;2016K1;7591
083;1;67;2017K1;7150
083;1;67;2018K1;7122
083;1;67;2019K1;6985
083;1;67;2020K1;7131
083;1;68;2008K1;5614
083;1;68;2009K1;5722
083;1;68;2010K1;5967
083;1;68;2011K1;6527
083;1;68;2012K1;6751
083;1;68;2013K1;7471
083;1;68;2014K1;7991
083;1;68;2015K1;8083
083;1;68;2016K1;7831
083;1;68;2017K1;7504
083;1;68;2018K1;7038
083;1;68;2019K1;7029
083;1;68;2020K1;6860
083;1;69;2008K1;5481
083;1;69;2009K1;5500
083;1;69;2010K1;5601
083;1;69;2011K1;5848
083;1;69;2012K1;6413
083;1;69;2013K1;6646
083;1;69;2014K1;7308
083;1;69;2015K1;7845
083;1;69;2016K1;7944
083;1;69;2017K1;7702
083;1;69;2018K1;7382
083;1;69;2019K1;6909
083;1;69;2020K1;6903
083;1;70;2008K1;5048
083;1;70;2009K1;5376
083;1;70;2010K1;5364
083;1;70;2011K1;5496
083;1;70;2012K1;5769
083;1;70;2013K1;6285
083;1;70;2014K1;6521
083;1;70;2015K1;7170
083;1;70;2016K1;7726
083;1;70;2017K1;7838
083;1;70;2018K1;7551
083;1;70;2019K1;7246
083;1;70;2020K1;6785
083;1;71;2008K1;4900
083;1;71;2009K1;4912
083;1;71;2010K1;5245
083;1;71;2011K1;5243
083;1;71;2012K1;5374
083;1;71;2013K1;5632
083;1;71;2014K1;6154
083;1;71;2015K1;6388
083;1;71;2016K1;7011
083;1;71;2017K1;7587
083;1;71;2018K1;7693
083;1;71;2019K1;7391
083;1;71;2020K1;7089
083;1;72;2008K1;4475
083;1;72;2009K1;4751
083;1;72;2010K1;4796
083;1;72;2011K1;5103
083;1;72;2012K1;5090
083;1;72;2013K1;5233
083;1;72;2014K1;5519
083;1;72;2015K1;6006
083;1;72;2016K1;6242
083;1;72;2017K1;6826
083;1;72;2018K1;7419
083;1;72;2019K1;7550
083;1;72;2020K1;7252
083;1;73;2008K1;4271
083;1;73;2009K1;4329
083;1;73;2010K1;4610
083;1;73;2011K1;4624
083;1;73;2012K1;4963
083;1;73;2013K1;4921
083;1;73;2014K1;5092
083;1;73;2015K1;5390
083;1;73;2016K1;5852
083;1;73;2017K1;6090
083;1;73;2018K1;6674
083;1;73;2019K1;7249
083;1;73;2020K1;7371
083;1;74;2008K1;3878
083;1;74;2009K1;4135
083;1;74;2010K1;4171
083;1;74;2011K1;4451
083;1;74;2012K1;4479
083;1;74;2013K1;4818
083;1;74;2014K1;4758
083;1;74;2015K1;4955
083;1;74;2016K1;5240
083;1;74;2017K1;5707
083;1;74;2018K1;5901
083;1;74;2019K1;6471
083;1;74;2020K1;7080
083;1;75;2008K1;3756
083;1;75;2009K1;3727
083;1;75;2010K1;3968
083;1;75;2011K1;4004
083;1;75;2012K1;4299
083;1;75;2013K1;4318
083;1;75;2014K1;4688
083;1;75;2015K1;4611
083;1;75;2016K1;4794
083;1;75;2017K1;5093
083;1;75;2018K1;5540
083;1;75;2019K1;5727
083;1;75;2020K1;6271
083;1;76;2008K1;3432
083;1;76;2009K1;3601
083;1;76;2010K1;3531
083;1;76;2011K1;3797
083;1;76;2012K1;3848
083;1;76;2013K1;4128
083;1;76;2014K1;4164
083;1;76;2015K1;4521
083;1;76;2016K1;4489
083;1;76;2017K1;4626
083;1;76;2018K1;4928
083;1;76;2019K1;5364
083;1;76;2020K1;5549
083;1;77;2008K1;3275
083;1;77;2009K1;3258
083;1;77;2010K1;3437
083;1;77;2011K1;3385
083;1;77;2012K1;3619
083;1;77;2013K1;3680
083;1;77;2014K1;3942
083;1;77;2015K1;4007
083;1;77;2016K1;4347
083;1;77;2017K1;4314
083;1;77;2018K1;4451
083;1;77;2019K1;4760
083;1;77;2020K1;5171
083;1;78;2008K1;3067
083;1;78;2009K1;3099
083;1;78;2010K1;3076
083;1;78;2011K1;3260
083;1;78;2012K1;3211
083;1;78;2013K1;3432
083;1;78;2014K1;3501
083;1;78;2015K1;3762
083;1;78;2016K1;3817
083;1;78;2017K1;4173
083;1;78;2018K1;4135
083;1;78;2019K1;4236
083;1;78;2020K1;4588
083;1;79;2008K1;2981
083;1;79;2009K1;2882
083;1;79;2010K1;2920
083;1;79;2011K1;2884
083;1;79;2012K1;3071
083;1;79;2013K1;3023
083;1;79;2014K1;3251
083;1;79;2015K1;3350
083;1;79;2016K1;3568
083;1;79;2017K1;3650
083;1;79;2018K1;3965
083;1;79;2019K1;3963
083;1;79;2020K1;4055
083;1;80;2008K1;2616
083;1;80;2009K1;2786
083;1;80;2010K1;2682
083;1;80;2011K1;2756
083;1;80;2012K1;2728
083;1;80;2013K1;2898
083;1;80;2014K1;2856
083;1;80;2015K1;3101
083;1;80;2016K1;3172
083;1;80;2017K1;3390
083;1;80;2018K1;3470
083;1;80;2019K1;3765
083;1;80;2020K1;3746
083;1;81;2008K1;2470
083;1;81;2009K1;2417
083;1;81;2010K1;2579
083;1;81;2011K1;2473
083;1;81;2012K1;2562
083;1;81;2013K1;2537
083;1;81;2014K1;2699
083;1;81;2015K1;2689
083;1;81;2016K1;2938
083;1;81;2017K1;2986
083;1;81;2018K1;3190
083;1;81;2019K1;3276
083;1;81;2020K1;3551
083;1;82;2008K1;2197
083;1;82;2009K1;2263
083;1;82;2010K1;2213
083;1;82;2011K1;2364
083;1;82;2012K1;2287
083;1;82;2013K1;2374
083;1;82;2014K1;2321
083;1;82;2015K1;2523
083;1;82;2016K1;2494
083;1;82;2017K1;2747
083;1;82;2018K1;2793
083;1;82;2019K1;2979
083;1;82;2020K1;3069
083;1;83;2008K1;1928
083;1;83;2009K1;2012
083;1;83;2010K1;2044
083;1;83;2011K1;2030
083;1;83;2012K1;2150
083;1;83;2013K1;2094
083;1;83;2014K1;2155
083;1;83;2015K1;2144
083;1;83;2016K1;2301
083;1;83;2017K1;2315
083;1;83;2018K1;2540
083;1;83;2019K1;2568
083;1;83;2020K1;2795
083;1;84;2008K1;1708
083;1;84;2009K1;1738
083;1;84;2010K1;1816
083;1;84;2011K1;1862
083;1;84;2012K1;1830
083;1;84;2013K1;1955
083;1;84;2014K1;1902
083;1;84;2015K1;1943
083;1;84;2016K1;1959
083;1;84;2017K1;2106
083;1;84;2018K1;2145
083;1;84;2019K1;2292
083;1;84;2020K1;2334
083;1;85;2008K1;1495
083;1;85;2009K1;1526
083;1;85;2010K1;1525
083;1;85;2011K1;1622
083;1;85;2012K1;1675
083;1;85;2013K1;1653
083;1;85;2014K1;1730
083;1;85;2015K1;1734
083;1;85;2016K1;1754
083;1;85;2017K1;1808
083;1;85;2018K1;1891
083;1;85;2019K1;1907
083;1;85;2020K1;2084
083;1;86;2008K1;1307
083;1;86;2009K1;1289
083;1;86;2010K1;1350
083;1;86;2011K1;1348
083;1;86;2012K1;1422
083;1;86;2013K1;1485
083;1;86;2014K1;1458
083;1;86;2015K1;1524
083;1;86;2016K1;1538
083;1;86;2017K1;1571
083;1;86;2018K1;1616
083;1;86;2019K1;1680
083;1;86;2020K1;1705
083;1;87;2008K1;1095
083;1;87;2009K1;1138
083;1;87;2010K1;1111
083;1;87;2011K1;1160
083;1;87;2012K1;1154
083;1;87;2013K1;1232
083;1;87;2014K1;1312
083;1;87;2015K1;1277
083;1;87;2016K1;1355
083;1;87;2017K1;1341
083;1;87;2018K1;1376
083;1;87;2019K1;1385
083;1;87;2020K1;1489
083;1;88;2008K1;770
083;1;88;2009K1;938
083;1;88;2010K1;958
083;1;88;2011K1;931
083;1;88;2012K1;999
083;1;88;2013K1;975
083;1;88;2014K1;1076
083;1;88;2015K1;1143
083;1;88;2016K1;1077
083;1;88;2017K1;1157
083;1;88;2018K1;1133
083;1;88;2019K1;1187
083;1;88;2020K1;1218
083;1;89;2008K1;609
083;1;89;2009K1;653
083;1;89;2010K1;776
083;1;89;2011K1;814
083;1;89;2012K1;780
083;1;89;2013K1;849
083;1;89;2014K1;812
083;1;89;2015K1;905
083;1;89;2016K1;955
083;1;89;2017K1;924
083;1;89;2018K1;996
083;1;89;2019K1;949
083;1;89;2020K1;1017
083;1;90;2008K1;498
083;1;90;2009K1;493
083;1;90;2010K1;526
083;1;90;2011K1;652
083;1;90;2012K1;653
083;1;90;2013K1;629
083;1;90;2014K1;686
083;1;90;2015K1;662
083;1;90;2016K1;746
083;1;90;2017K1;788
083;1;90;2018K1;750
083;1;90;2019K1;825
083;1;90;2020K1;787
083;1;91;2008K1;409
083;1;91;2009K1;403
083;1;91;2010K1;389
083;1;91;2011K1;416
083;1;91;2012K1;522
083;1;91;2013K1;533
083;1;91;2014K1;522
083;1;91;2015K1;565
083;1;91;2016K1;537
083;1;91;2017K1;609
083;1;91;2018K1;630
083;1;91;2019K1;591
083;1;91;2020K1;676
083;1;92;2008K1;316
083;1;92;2009K1;304
083;1;92;2010K1;315
083;1;92;2011K1;307
083;1;92;2012K1;332
083;1;92;2013K1;416
083;1;92;2014K1;421
083;1;92;2015K1;424
083;1;92;2016K1;428
083;1;92;2017K1;419
083;1;92;2018K1;479
083;1;92;2019K1;497
083;1;92;2020K1;473
083;1;93;2008K1;239
083;1;93;2009K1;240
083;1;93;2010K1;234
083;1;93;2011K1;241
083;1;93;2012K1;235
083;1;93;2013K1;251
083;1;93;2014K1;318
083;1;93;2015K1;328
083;1;93;2016K1;311
083;1;93;2017K1;317
083;1;93;2018K1;319
083;1;93;2019K1;355
083;1;93;2020K1;392
083;1;94;2008K1;166
083;1;94;2009K1;175
083;1;94;2010K1;173
083;1;94;2011K1;171
083;1;94;2012K1;167
083;1;94;2013K1;181
083;1;94;2014K1;182
083;1;94;2015K1;233
083;1;94;2016K1;251
083;1;94;2017K1;230
083;1;94;2018K1;233
083;1;94;2019K1;222
083;1;94;2020K1;285
083;1;95;2008K1;136
083;1;95;2009K1;112
083;1;95;2010K1;134
083;1;95;2011K1;127
083;1;95;2012K1;125
083;1;95;2013K1;123
083;1;95;2014K1;131
083;1;95;2015K1;135
083;1;95;2016K1;167
083;1;95;2017K1;185
083;1;95;2018K1;173
083;1;95;2019K1;160
083;1;95;2020K1;151
083;1;96;2008K1;98
083;1;96;2009K1;85
083;1;96;2010K1;87
083;1;96;2011K1;90
083;1;96;2012K1;92
083;1;96;2013K1;81
083;1;96;2014K1;85
083;1;96;2015K1;89
083;1;96;2016K1;93
083;1;96;2017K1;120
083;1;96;2018K1;133
083;1;96;2019K1;123
083;1;96;2020K1;120
083;1;97;2008K1;55
083;1;97;2009K1;64
083;1;97;2010K1;59
083;1;97;2011K1;69
083;1;97;2012K1;60
083;1;97;2013K1;53
083;1;97;2014K1;54
083;1;97;2015K1;46
083;1;97;2016K1;57
083;1;97;2017K1;61
083;1;97;2018K1;73
083;1;97;2019K1;94
083;1;97;2020K1;86
083;1;98;2008K1;26
083;1;98;2009K1;38
083;1;98;2010K1;41
083;1;98;2011K1;42
083;1;98;2012K1;44
083;1;98;2013K1;36
083;1;98;2014K1;37
083;1;98;2015K1;35
083;1;98;2016K1;30
083;1;98;2017K1;42
083;1;98;2018K1;38
083;1;98;2019K1;42
083;1;98;2020K1;66
083;1;99;2008K1;23
083;1;99;2009K1;18
083;1;99;2010K1;30
083;1;99;2011K1;28
083;1;99;2012K1;27
083;1;99;2013K1;25
083;1;99;2014K1;23
083;1;99;2015K1;27
083;1;99;2016K1;24
083;1;99;2017K1;21
083;1;99;2018K1;29
083;1;99;2019K1;22
083;1;99;2020K1;25
083;1;100;2008K1;9
083;1;100;2009K1;14
083;1;100;2010K1;13
083;1;100;2011K1;20
083;1;100;2012K1;22
083;1;100;2013K1;18
083;1;100;2014K1;17
083;1;100;2015K1;15
083;1;100;2016K1;15
083;1;100;2017K1;15
083;1;100;2018K1;14
083;1;100;2019K1;16
083;1;100;2020K1;19
083;2;0;2008K1;6507
083;2;0;2009K1;6671
083;2;0;2010K1;6380
083;2;0;2011K1;6401
083;2;0;2012K1;5826
083;2;0;2013K1;5605
083;2;0;2014K1;5582
083;2;0;2015K1;5377
083;2;0;2016K1;5635
083;2;0;2017K1;5840
083;2;0;2018K1;5810
083;2;0;2019K1;5759
083;2;0;2020K1;5702
083;2;1;2008K1;6666
083;2;1;2009K1;6640
083;2;1;2010K1;6782
083;2;1;2011K1;6472
083;2;1;2012K1;6486
083;2;1;2013K1;5897
083;2;1;2014K1;5721
083;2;1;2015K1;5676
083;2;1;2016K1;5496
083;2;1;2017K1;5763
083;2;1;2018K1;5929
083;2;1;2019K1;5900
083;2;1;2020K1;5878
083;2;2;2008K1;6650
083;2;2;2009K1;6726
083;2;2;2010K1;6695
083;2;2;2011K1;6811
083;2;2;2012K1;6499
083;2;2;2013K1;6551
083;2;2;2014K1;5944
083;2;2;2015K1;5804
083;2;2;2016K1;5805
083;2;2;2017K1;5649
083;2;2;2018K1;5872
083;2;2;2019K1;6012
083;2;2;2020K1;5967
083;2;3;2008K1;6956
083;2;3;2009K1;6706
083;2;3;2010K1;6779
083;2;3;2011K1;6729
083;2;3;2012K1;6847
083;2;3;2013K1;6535
083;2;3;2014K1;6610
083;2;3;2015K1;6005
083;2;3;2016K1;5906
083;2;3;2017K1;5905
083;2;3;2018K1;5731
083;2;3;2019K1;5936
083;2;3;2020K1;6079
083;2;4;2008K1;7045
083;2;4;2009K1;7003
083;2;4;2010K1;6749
083;2;4;2011K1;6794
083;2;4;2012K1;6736
083;2;4;2013K1;6871
083;2;4;2014K1;6552
083;2;4;2015K1;6682
083;2;4;2016K1;6087
083;2;4;2017K1;6007
083;2;4;2018K1;5963
083;2;4;2019K1;5764
083;2;4;2020K1;5976
083;2;5;2008K1;6863
083;2;5;2009K1;7076
083;2;5;2010K1;7039
083;2;5;2011K1;6791
083;2;5;2012K1;6818
083;2;5;2013K1;6781
083;2;5;2014K1;6904
