CIVILSTAND,TID,ALDER,INDHOLD
Gift/separeret,2015K2,120 år,0
Gift/separeret,2015K2,121 år,0
Gift/separeret,2015K2,122 år,0
Gift/separeret,2015K2,123 år,0
Gift/separeret,2015K2,124 år,0
Gift/separeret,2015K2,125 år,0
Gift/separeret,2015K3,I alt,2140400
Gift/separeret,2015K3,0 år,0
Gift/separeret,2015K3,1 år,0
Gift/separeret,2015K3,2 år,0
Gift/separeret,2015K3,3 år,0
Gift/separeret,2015K3,4 år,0
Gift/separeret,2015K3,5 år,0
Gift/separeret,2015K3,6 år,0
Gift/separeret,2015K3,7 år,0
Gift/separeret,2015K3,8 år,0
Gift/separeret,2015K3,9 år,0
Gift/separeret,2015K3,10 år,0
Gift/separeret,2015K3,11 år,0
Gift/separeret,2015K3,12 år,0
Gift/separeret,2015K3,13 år,0
Gift/separeret,2015K3,14 år,0
Gift/separeret,2015K3,15 år,1
Gift/separeret,2015K3,16 år,2
Gift/separeret,2015K3,17 år,10
Gift/separeret,2015K3,18 år,60
Gift/separeret,2015K3,19 år,170
Gift/separeret,2015K3,20 år,411
Gift/separeret,2015K3,21 år,778
Gift/separeret,2015K3,22 år,1433
Gift/separeret,2015K3,23 år,2279
Gift/separeret,2015K3,24 år,3729
Gift/separeret,2015K3,25 år,5750
Gift/separeret,2015K3,26 år,8089
Gift/separeret,2015K3,27 år,10748
Gift/separeret,2015K3,28 år,13620
Gift/separeret,2015K3,29 år,16702
Gift/separeret,2015K3,30 år,19697
Gift/separeret,2015K3,31 år,22650
Gift/separeret,2015K3,32 år,24743
Gift/separeret,2015K3,33 år,27821
Gift/separeret,2015K3,34 år,29851
Gift/separeret,2015K3,35 år,33422
Gift/separeret,2015K3,36 år,35680
Gift/separeret,2015K3,37 år,37913
Gift/separeret,2015K3,38 år,38614
Gift/separeret,2015K3,39 år,42685
Gift/separeret,2015K3,40 år,44543
Gift/separeret,2015K3,41 år,44305
Gift/separeret,2015K3,42 år,45624
Gift/separeret,2015K3,43 år,47738
Gift/separeret,2015K3,44 år,45537
Gift/separeret,2015K3,45 år,44399
Gift/separeret,2015K3,46 år,44962
Gift/separeret,2015K3,47 år,47573
Gift/separeret,2015K3,48 år,51456
Gift/separeret,2015K3,49 år,51976
Gift/separeret,2015K3,50 år,50776
Gift/separeret,2015K3,51 år,49889
Gift/separeret,2015K3,52 år,47776
Gift/separeret,2015K3,53 år,46919
Gift/separeret,2015K3,54 år,45890
Gift/separeret,2015K3,55 år,45186
Gift/separeret,2015K3,56 år,44633
Gift/separeret,2015K3,57 år,45348
Gift/separeret,2015K3,58 år,45200
Gift/separeret,2015K3,59 år,45147
Gift/separeret,2015K3,60 år,44521
Gift/separeret,2015K3,61 år,44575
Gift/separeret,2015K3,62 år,45508
Gift/separeret,2015K3,63 år,43231
Gift/separeret,2015K3,64 år,44176
Gift/separeret,2015K3,65 år,44798
Gift/separeret,2015K3,66 år,45367
Gift/separeret,2015K3,67 år,47104
Gift/separeret,2015K3,68 år,49416
Gift/separeret,2015K3,69 år,48832
Gift/separeret,2015K3,70 år,45106
Gift/separeret,2015K3,71 år,40660
Gift/separeret,2015K3,72 år,36350
Gift/separeret,2015K3,73 år,32099
Gift/separeret,2015K3,74 år,27790
Gift/separeret,2015K3,75 år,26135
Gift/separeret,2015K3,76 år,23612
Gift/separeret,2015K3,77 år,21670
Gift/separeret,2015K3,78 år,19245
Gift/separeret,2015K3,79 år,16728
Gift/separeret,2015K3,80 år,14356
Gift/separeret,2015K3,81 år,12714
Gift/separeret,2015K3,82 år,10309
Gift/separeret,2015K3,83 år,9036
Gift/separeret,2015K3,84 år,7532
Gift/separeret,2015K3,85 år,6347
Gift/separeret,2015K3,86 år,5418
Gift/separeret,2015K3,87 år,4154
Gift/separeret,2015K3,88 år,3353
Gift/separeret,2015K3,89 år,2628
Gift/separeret,2015K3,90 år,1937
Gift/separeret,2015K3,91 år,1355
Gift/separeret,2015K3,92 år,914
Gift/separeret,2015K3,93 år,654
Gift/separeret,2015K3,94 år,419
Gift/separeret,2015K3,95 år,284
Gift/separeret,2015K3,96 år,147
Gift/separeret,2015K3,97 år,87
Gift/separeret,2015K3,98 år,59
Gift/separeret,2015K3,99 år,20
Gift/separeret,2015K3,100 år,7
Gift/separeret,2015K3,101 år,7
Gift/separeret,2015K3,102 år,2
Gift/separeret,2015K3,103 år,2
Gift/separeret,2015K3,104 år,1
Gift/separeret,2015K3,105 år,0
Gift/separeret,2015K3,106 år,0
Gift/separeret,2015K3,107 år,0
Gift/separeret,2015K3,108 år,0
Gift/separeret,2015K3,109 år,0
Gift/separeret,2015K3,110 år,0
Gift/separeret,2015K3,111 år,0
Gift/separeret,2015K3,112 år,0
Gift/separeret,2015K3,113 år,0
Gift/separeret,2015K3,114 år,0
Gift/separeret,2015K3,115 år,0
Gift/separeret,2015K3,116 år,0
Gift/separeret,2015K3,117 år,0
Gift/separeret,2015K3,118 år,0
Gift/separeret,2015K3,119 år,0
Gift/separeret,2015K3,120 år,0
Gift/separeret,2015K3,121 år,0
Gift/separeret,2015K3,122 år,0
Gift/separeret,2015K3,123 år,0
Gift/separeret,2015K3,124 år,0
Gift/separeret,2015K3,125 år,0
Gift/separeret,2015K4,I alt,2146756
Gift/separeret,2015K4,0 år,0
Gift/separeret,2015K4,1 år,0
Gift/separeret,2015K4,2 år,0
Gift/separeret,2015K4,3 år,0
Gift/separeret,2015K4,4 år,0
Gift/separeret,2015K4,5 år,0
Gift/separeret,2015K4,6 år,0
Gift/separeret,2015K4,7 år,0
Gift/separeret,2015K4,8 år,0
Gift/separeret,2015K4,9 år,0
Gift/separeret,2015K4,10 år,0
Gift/separeret,2015K4,11 år,0
Gift/separeret,2015K4,12 år,0
Gift/separeret,2015K4,13 år,0
Gift/separeret,2015K4,14 år,0
Gift/separeret,2015K4,15 år,0
Gift/separeret,2015K4,16 år,2
Gift/separeret,2015K4,17 år,8
Gift/separeret,2015K4,18 år,58
Gift/separeret,2015K4,19 år,186
Gift/separeret,2015K4,20 år,442
Gift/separeret,2015K4,21 år,845
Gift/separeret,2015K4,22 år,1532
Gift/separeret,2015K4,23 år,2425
Gift/separeret,2015K4,24 år,3969
Gift/separeret,2015K4,25 år,6066
Gift/separeret,2015K4,26 år,8479
Gift/separeret,2015K4,27 år,11205
Gift/separeret,2015K4,28 år,14252
Gift/separeret,2015K4,29 år,17196
Gift/separeret,2015K4,30 år,20350
Gift/separeret,2015K4,31 år,22924
Gift/separeret,2015K4,32 år,25168
Gift/separeret,2015K4,33 år,27792
Gift/separeret,2015K4,34 år,29864
Gift/separeret,2015K4,35 år,33480
Gift/separeret,2015K4,36 år,35510
Gift/separeret,2015K4,37 år,38010
Gift/separeret,2015K4,38 år,38525
Gift/separeret,2015K4,39 år,41767
Gift/separeret,2015K4,40 år,44755
Gift/separeret,2015K4,41 år,44652
Gift/separeret,2015K4,42 år,45048
Gift/separeret,2015K4,43 år,47563
Gift/separeret,2015K4,44 år,46126
Gift/separeret,2015K4,45 år,44650
Gift/separeret,2015K4,46 år,44835
Gift/separeret,2015K4,47 år,46675
Gift/separeret,2015K4,48 år,50190
Gift/separeret,2015K4,49 år,52258
Gift/separeret,2015K4,50 år,51195
Gift/separeret,2015K4,51 år,50002
Gift/separeret,2015K4,52 år,48301
Gift/separeret,2015K4,53 år,47085
Gift/separeret,2015K4,54 år,45776
Gift/separeret,2015K4,55 år,45551
Gift/separeret,2015K4,56 år,45006
Gift/separeret,2015K4,57 år,44776
Gift/separeret,2015K4,58 år,44757
Gift/separeret,2015K4,59 år,45398
Gift/separeret,2015K4,60 år,44733
Gift/separeret,2015K4,61 år,44111
Gift/separeret,2015K4,62 år,45594
Gift/separeret,2015K4,63 år,43672
Gift/separeret,2015K4,64 år,43363
Gift/separeret,2015K4,65 år,44644
Gift/separeret,2015K4,66 år,44448
Gift/separeret,2015K4,67 år,46413
Gift/separeret,2015K4,68 år,49004
Gift/separeret,2015K4,69 år,49019
Gift/separeret,2015K4,70 år,45642
Gift/separeret,2015K4,71 år,41481
Gift/separeret,2015K4,72 år,36800
Gift/separeret,2015K4,73 år,33145
Gift/separeret,2015K4,74 år,28298
Gift/separeret,2015K4,75 år,26556
Gift/separeret,2015K4,76 år,23881
Gift/separeret,2015K4,77 år,21933
Gift/separeret,2015K4,78 år,19415
Gift/separeret,2015K4,79 år,17033
Gift/separeret,2015K4,80 år,14773
Gift/separeret,2015K4,81 år,12656
Gift/separeret,2015K4,82 år,10593
Gift/separeret,2015K4,83 år,9072
Gift/separeret,2015K4,84 år,7705
Gift/separeret,2015K4,85 år,6326
Gift/separeret,2015K4,86 år,5429
Gift/separeret,2015K4,87 år,4293
Gift/separeret,2015K4,88 år,3365
Gift/separeret,2015K4,89 år,2668
Gift/separeret,2015K4,90 år,1984
Gift/separeret,2015K4,91 år,1396
Gift/separeret,2015K4,92 år,951
Gift/separeret,2015K4,93 år,646
Gift/separeret,2015K4,94 år,424
Gift/separeret,2015K4,95 år,287
Gift/separeret,2015K4,96 år,157
Gift/separeret,2015K4,97 år,92
Gift/separeret,2015K4,98 år,55
Gift/separeret,2015K4,99 år,27
Gift/separeret,2015K4,100 år,7
Gift/separeret,2015K4,101 år,6
Gift/separeret,2015K4,102 år,2
Gift/separeret,2015K4,103 år,2
Gift/separeret,2015K4,104 år,0
Gift/separeret,2015K4,105 år,1
Gift/separeret,2015K4,106 år,0
Gift/separeret,2015K4,107 år,0
Gift/separeret,2015K4,108 år,0
Gift/separeret,2015K4,109 år,0
Gift/separeret,2015K4,110 år,0
Gift/separeret,2015K4,111 år,0
Gift/separeret,2015K4,112 år,0
Gift/separeret,2015K4,113 år,0
Gift/separeret,2015K4,114 år,0
Gift/separeret,2015K4,115 år,0
Gift/separeret,2015K4,116 år,0
Gift/separeret,2015K4,117 år,0
Gift/separeret,2015K4,118 år,0
Gift/separeret,2015K4,119 år,0
Gift/separeret,2015K4,120 år,0
Gift/separeret,2015K4,121 år,0
Gift/separeret,2015K4,122 år,0
Gift/separeret,2015K4,123 år,0
Gift/separeret,2015K4,124 år,0
Gift/separeret,2015K4,125 år,0
Gift/separeret,2016K1,I alt,2142540
Gift/separeret,2016K1,0 år,0
Gift/separeret,2016K1,1 år,0
Gift/separeret,2016K1,2 år,0
Gift/separeret,2016K1,3 år,0
Gift/separeret,2016K1,4 år,0
Gift/separeret,2016K1,5 år,0
Gift/separeret,2016K1,6 år,0
Gift/separeret,2016K1,7 år,0
Gift/separeret,2016K1,8 år,0
Gift/separeret,2016K1,9 år,0
Gift/separeret,2016K1,10 år,0
Gift/separeret,2016K1,11 år,0
Gift/separeret,2016K1,12 år,0
Gift/separeret,2016K1,13 år,0
Gift/separeret,2016K1,14 år,0
Gift/separeret,2016K1,15 år,0
Gift/separeret,2016K1,16 år,2
Gift/separeret,2016K1,17 år,6
Gift/separeret,2016K1,18 år,67
Gift/separeret,2016K1,19 år,183
Gift/separeret,2016K1,20 år,450
Gift/separeret,2016K1,21 år,860
Gift/separeret,2016K1,22 år,1501
Gift/separeret,2016K1,23 år,2455
Gift/separeret,2016K1,24 år,3961
Gift/separeret,2016K1,25 år,5976
Gift/separeret,2016K1,26 år,8461
Gift/separeret,2016K1,27 år,11134
Gift/separeret,2016K1,28 år,14165
Gift/separeret,2016K1,29 år,16971
Gift/separeret,2016K1,30 år,20522
Gift/separeret,2016K1,31 år,22828
Gift/separeret,2016K1,32 år,24952
Gift/separeret,2016K1,33 år,27713
Gift/separeret,2016K1,34 år,29694
Gift/separeret,2016K1,35 år,33117
Gift/separeret,2016K1,36 år,35285
Gift/separeret,2016K1,37 år,37456
Gift/separeret,2016K1,38 år,38477
Gift/separeret,2016K1,39 år,40587
Gift/separeret,2016K1,40 år,44703
Gift/separeret,2016K1,41 år,44590
Gift/separeret,2016K1,42 år,44657
Gift/separeret,2016K1,43 år,46951
Gift/separeret,2016K1,44 år,46392
Gift/separeret,2016K1,45 år,44629
Gift/separeret,2016K1,46 år,44481
Gift/separeret,2016K1,47 år,45966
Gift/separeret,2016K1,48 år,48660
Gift/separeret,2016K1,49 år,52519
Gift/separeret,2016K1,50 år,51222
Gift/separeret,2016K1,51 år,49981
Gift/separeret,2016K1,52 år,49067
Gift/separeret,2016K1,53 år,46846
Gift/separeret,2016K1,54 år,45789
Gift/separeret,2016K1,55 år,45852
Gift/separeret,2016K1,56 år,44430
Gift/separeret,2016K1,57 år,44903
Gift/separeret,2016K1,58 år,44543
Gift/separeret,2016K1,59 år,45443
Gift/separeret,2016K1,60 år,44776
Gift/separeret,2016K1,61 år,43992
Gift/separeret,2016K1,62 år,44923
Gift/separeret,2016K1,63 år,44043
Gift/separeret,2016K1,64 år,43263
Gift/separeret,2016K1,65 år,44271
Gift/separeret,2016K1,66 år,43948
Gift/separeret,2016K1,67 år,46049
Gift/separeret,2016K1,68 år,48236
Gift/separeret,2016K1,69 år,48843
Gift/separeret,2016K1,70 år,46165
Gift/separeret,2016K1,71 år,42101
Gift/separeret,2016K1,72 år,37345
Gift/separeret,2016K1,73 år,33997
Gift/separeret,2016K1,74 år,28899
Gift/separeret,2016K1,75 år,26632
Gift/separeret,2016K1,76 år,23884
Gift/separeret,2016K1,77 år,22190
Gift/separeret,2016K1,78 år,19765
Gift/separeret,2016K1,79 år,17335
Gift/separeret,2016K1,80 år,14814
Gift/separeret,2016K1,81 år,12749
Gift/separeret,2016K1,82 år,10847
Gift/separeret,2016K1,83 år,9012
Gift/separeret,2016K1,84 år,7785
Gift/separeret,2016K1,85 år,6400
Gift/separeret,2016K1,86 år,5330
Gift/separeret,2016K1,87 år,4441
Gift/separeret,2016K1,88 år,3300
Gift/separeret,2016K1,89 år,2669
Gift/separeret,2016K1,90 år,1986
Gift/separeret,2016K1,91 år,1428
Gift/separeret,2016K1,92 år,966
Gift/separeret,2016K1,93 år,616
Gift/separeret,2016K1,94 år,439
Gift/separeret,2016K1,95 år,299
Gift/separeret,2016K1,96 år,150
Gift/separeret,2016K1,97 år,99
Gift/separeret,2016K1,98 år,60
Gift/separeret,2016K1,99 år,28
Gift/separeret,2016K1,100 år,6
Gift/separeret,2016K1,101 år,6
Gift/separeret,2016K1,102 år,3
Gift/separeret,2016K1,103 år,0
Gift/separeret,2016K1,104 år,2
Gift/separeret,2016K1,105 år,1
Gift/separeret,2016K1,106 år,0
Gift/separeret,2016K1,107 år,0
Gift/separeret,2016K1,108 år,0
Gift/separeret,2016K1,109 år,0
Gift/separeret,2016K1,110 år,0
Gift/separeret,2016K1,111 år,0
Gift/separeret,2016K1,112 år,0
Gift/separeret,2016K1,113 år,0
Gift/separeret,2016K1,114 år,0
Gift/separeret,2016K1,115 år,0
Gift/separeret,2016K1,116 år,0
Gift/separeret,2016K1,117 år,0
Gift/separeret,2016K1,118 år,0
Gift/separeret,2016K1,119 år,0
Gift/separeret,2016K1,120 år,0
Gift/separeret,2016K1,121 år,0
Gift/separeret,2016K1,122 år,0
Gift/separeret,2016K1,123 år,0
Gift/separeret,2016K1,124 år,0
Gift/separeret,2016K1,125 år,0
Gift/separeret,2016K2,I alt,2135923
Gift/separeret,2016K2,0 år,0
Gift/separeret,2016K2,1 år,0
Gift/separeret,2016K2,2 år,0
Gift/separeret,2016K2,3 år,0
Gift/separeret,2016K2,4 år,0
Gift/separeret,2016K2,5 år,0
Gift/separeret,2016K2,6 år,0
Gift/separeret,2016K2,7 år,0
Gift/separeret,2016K2,8 år,0
Gift/separeret,2016K2,9 år,0
Gift/separeret,2016K2,10 år,0
Gift/separeret,2016K2,11 år,0
Gift/separeret,2016K2,12 år,0
Gift/separeret,2016K2,13 år,0
Gift/separeret,2016K2,14 år,0
Gift/separeret,2016K2,15 år,0
Gift/separeret,2016K2,16 år,0
Gift/separeret,2016K2,17 år,7
Gift/separeret,2016K2,18 år,49
Gift/separeret,2016K2,19 år,183
Gift/separeret,2016K2,20 år,446
Gift/separeret,2016K2,21 år,835
Gift/separeret,2016K2,22 år,1474
Gift/separeret,2016K2,23 år,2382
Gift/separeret,2016K2,24 år,3850
Gift/separeret,2016K2,25 år,5826
Gift/separeret,2016K2,26 år,8274
Gift/separeret,2016K2,27 år,10862
Gift/separeret,2016K2,28 år,13916
Gift/separeret,2016K2,29 år,16871
Gift/separeret,2016K2,30 år,20211
Gift/separeret,2016K2,31 år,22271
Gift/separeret,2016K2,32 år,24927
Gift/separeret,2016K2,33 år,27030
Gift/separeret,2016K2,34 år,29684
Gift/separeret,2016K2,35 år,31966
Gift/separeret,2016K2,36 år,35061
Gift/separeret,2016K2,37 år,36963
Gift/separeret,2016K2,38 år,38183
Gift/separeret,2016K2,39 år,39688
Gift/separeret,2016K2,40 år,43868
Gift/separeret,2016K2,41 år,44550
Gift/separeret,2016K2,42 år,44561
Gift/separeret,2016K2,43 år,46333
Gift/separeret,2016K2,44 år,47004
Gift/separeret,2016K2,45 år,44721
Gift/separeret,2016K2,46 år,43971
Gift/separeret,2016K2,47 år,45266
Gift/separeret,2016K2,48 år,47924
Gift/separeret,2016K2,49 år,51726
Gift/separeret,2016K2,50 år,51381
Gift/separeret,2016K2,51 år,49850
Gift/separeret,2016K2,52 år,49536
Gift/separeret,2016K2,53 år,46930
Gift/separeret,2016K2,54 år,46091
Gift/separeret,2016K2,55 år,45562
Gift/separeret,2016K2,56 år,44441
Gift/separeret,2016K2,57 år,44695
Gift/separeret,2016K2,58 år,44650
Gift/separeret,2016K2,59 år,44927
Gift/separeret,2016K2,60 år,44921
Gift/separeret,2016K2,61 år,43922
Gift/separeret,2016K2,62 år,44438
Gift/separeret,2016K2,63 år,44422
Gift/separeret,2016K2,64 år,42674
Gift/separeret,2016K2,65 år,43899
Gift/separeret,2016K2,66 år,44023
Gift/separeret,2016K2,67 år,45121
Gift/separeret,2016K2,68 år,47244
Gift/separeret,2016K2,69 år,48512
Gift/separeret,2016K2,70 år,46810
Gift/separeret,2016K2,71 år,42879
Gift/separeret,2016K2,72 år,38598
Gift/separeret,2016K2,73 år,34688
Gift/separeret,2016K2,74 år,29687
Gift/separeret,2016K2,75 år,26242
Gift/separeret,2016K2,76 år,24656
Gift/separeret,2016K2,77 år,22107
Gift/separeret,2016K2,78 år,20226
Gift/separeret,2016K2,79 år,17432
Gift/separeret,2016K2,80 år,15093
Gift/separeret,2016K2,81 år,12816
Gift/separeret,2016K2,82 år,11180
Gift/separeret,2016K2,83 år,9032
Gift/separeret,2016K2,84 år,7913
Gift/separeret,2016K2,85 år,6443
Gift/separeret,2016K2,86 år,5306
Gift/separeret,2016K2,87 år,4497
Gift/separeret,2016K2,88 år,3368
Gift/separeret,2016K2,89 år,2651
Gift/separeret,2016K2,90 år,1982
Gift/separeret,2016K2,91 år,1499
Gift/separeret,2016K2,92 år,974
Gift/separeret,2016K2,93 år,628
Gift/separeret,2016K2,94 år,430
Gift/separeret,2016K2,95 år,290
Gift/separeret,2016K2,96 år,176
Gift/separeret,2016K2,97 år,90
Gift/separeret,2016K2,98 år,52
Gift/separeret,2016K2,99 år,34
Gift/separeret,2016K2,100 år,11
Gift/separeret,2016K2,101 år,4
Gift/separeret,2016K2,102 år,3
Gift/separeret,2016K2,103 år,1
Gift/separeret,2016K2,104 år,2
Gift/separeret,2016K2,105 år,1
Gift/separeret,2016K2,106 år,0
Gift/separeret,2016K2,107 år,0
Gift/separeret,2016K2,108 år,0
Gift/separeret,2016K2,109 år,0
Gift/separeret,2016K2,110 år,0
Gift/separeret,2016K2,111 år,0
Gift/separeret,2016K2,112 år,0
Gift/separeret,2016K2,113 år,0
Gift/separeret,2016K2,114 år,0
Gift/separeret,2016K2,115 år,0
Gift/separeret,2016K2,116 år,0
Gift/separeret,2016K2,117 år,0
Gift/separeret,2016K2,118 år,0
Gift/separeret,2016K2,119 år,0
Gift/separeret,2016K2,120 år,0
Gift/separeret,2016K2,121 år,0
Gift/separeret,2016K2,122 år,0
Gift/separeret,2016K2,123 år,0
Gift/separeret,2016K2,124 år,0
Gift/separeret,2016K2,125 år,0
Gift/separeret,2016K3,I alt,2135953
Gift/separeret,2016K3,0 år,1
Gift/separeret,2016K3,1 år,0
Gift/separeret,2016K3,2 år,0
Gift/separeret,2016K3,3 år,0
Gift/separeret,2016K3,4 år,0
Gift/separeret,2016K3,5 år,0
Gift/separeret,2016K3,6 år,0
Gift/separeret,2016K3,7 år,0
Gift/separeret,2016K3,8 år,0
Gift/separeret,2016K3,9 år,0
Gift/separeret,2016K3,10 år,0
Gift/separeret,2016K3,11 år,0
Gift/separeret,2016K3,12 år,0
Gift/separeret,2016K3,13 år,0
Gift/separeret,2016K3,14 år,0
Gift/separeret,2016K3,15 år,0
Gift/separeret,2016K3,16 år,1
Gift/separeret,2016K3,17 år,8
Gift/separeret,2016K3,18 år,54
Gift/separeret,2016K3,19 år,197
Gift/separeret,2016K3,20 år,457
Gift/separeret,2016K3,21 år,854
Gift/separeret,2016K3,22 år,1492
Gift/separeret,2016K3,23 år,2467
Gift/separeret,2016K3,24 år,3800
Gift/separeret,2016K3,25 år,5921
Gift/separeret,2016K3,26 år,8334
Gift/separeret,2016K3,27 år,10997
Gift/separeret,2016K3,28 år,13899
Gift/separeret,2016K3,29 år,17047
Gift/separeret,2016K3,30 år,20355
Gift/separeret,2016K3,31 år,22406
Gift/separeret,2016K3,32 år,25054
Gift/separeret,2016K3,33 år,26859
Gift/separeret,2016K3,34 år,29554
Gift/separeret,2016K3,35 år,31392
Gift/separeret,2016K3,36 år,34661
Gift/separeret,2016K3,37 år,36574
Gift/separeret,2016K3,38 år,38416
Gift/separeret,2016K3,39 år,38937
Gift/separeret,2016K3,40 år,43127
Gift/separeret,2016K3,41 år,44684
Gift/separeret,2016K3,42 år,44152
Gift/separeret,2016K3,43 år,45394
Gift/separeret,2016K3,44 år,47300
Gift/separeret,2016K3,45 år,45155
Gift/separeret,2016K3,46 år,43969
Gift/separeret,2016K3,47 år,44524
Gift/separeret,2016K3,48 år,47190
Gift/separeret,2016K3,49 år,50905
Gift/separeret,2016K3,50 år,51712
Gift/separeret,2016K3,51 år,50289
Gift/separeret,2016K3,52 år,49440
Gift/separeret,2016K3,53 år,47285
Gift/separeret,2016K3,54 år,46500
Gift/separeret,2016K3,55 år,45410
Gift/separeret,2016K3,56 år,44824
Gift/separeret,2016K3,57 år,44180
Gift/separeret,2016K3,58 år,44882
Gift/separeret,2016K3,59 år,44731
Gift/separeret,2016K3,60 år,44681
Gift/separeret,2016K3,61 år,44001
Gift/separeret,2016K3,62 år,43955
Gift/separeret,2016K3,63 år,44785
Gift/separeret,2016K3,64 år,42483
Gift/separeret,2016K3,65 år,43405
Gift/separeret,2016K3,66 år,43978
Gift/separeret,2016K3,67 år,44446
Gift/separeret,2016K3,68 år,46049
Gift/separeret,2016K3,69 år,48248
Gift/separeret,2016K3,70 år,47581
Gift/separeret,2016K3,71 år,43817
Gift/separeret,2016K3,72 år,39347
Gift/separeret,2016K3,73 år,35157
Gift/separeret,2016K3,74 år,30846
Gift/separeret,2016K3,75 år,26525
Gift/separeret,2016K3,76 år,24845
Gift/separeret,2016K3,77 år,22338
Gift/separeret,2016K3,78 år,20345
Gift/separeret,2016K3,79 år,17918
Gift/separeret,2016K3,80 år,15422
Gift/separeret,2016K3,81 år,13106
Gift/separeret,2016K3,82 år,11459
Gift/separeret,2016K3,83 år,9157
Gift/separeret,2016K3,84 år,7918
Gift/separeret,2016K3,85 år,6505
Gift/separeret,2016K3,86 år,5370
Gift/separeret,2016K3,87 år,4515
Gift/separeret,2016K3,88 år,3394
Gift/separeret,2016K3,89 år,2679
Gift/separeret,2016K3,90 år,2052
Gift/separeret,2016K3,91 år,1470
Gift/separeret,2016K3,92 år,1017
Gift/separeret,2016K3,93 år,656
Gift/separeret,2016K3,94 år,446
Gift/separeret,2016K3,95 år,285
Gift/separeret,2016K3,96 år,170
Gift/separeret,2016K3,97 år,89
Gift/separeret,2016K3,98 år,48
Gift/separeret,2016K3,99 år,33
Gift/separeret,2016K3,100 år,11
Gift/separeret,2016K3,101 år,4
Gift/separeret,2016K3,102 år,4
Gift/separeret,2016K3,103 år,1
Gift/separeret,2016K3,104 år,1
Gift/separeret,2016K3,105 år,1
Gift/separeret,2016K3,106 år,0
Gift/separeret,2016K3,107 år,0
Gift/separeret,2016K3,108 år,0
Gift/separeret,2016K3,109 år,0
Gift/separeret,2016K3,110 år,0
Gift/separeret,2016K3,111 år,0
Gift/separeret,2016K3,112 år,0
Gift/separeret,2016K3,113 år,0
Gift/separeret,2016K3,114 år,0
Gift/separeret,2016K3,115 år,0
Gift/separeret,2016K3,116 år,0
Gift/separeret,2016K3,117 år,0
Gift/separeret,2016K3,118 år,0
Gift/separeret,2016K3,119 år,0
Gift/separeret,2016K3,120 år,0
Gift/separeret,2016K3,121 år,0
Gift/separeret,2016K3,122 år,0
Gift/separeret,2016K3,123 år,0
Gift/separeret,2016K3,124 år,0
Gift/separeret,2016K3,125 år,0
Gift/separeret,2016K4,I alt,2145540
Gift/separeret,2016K4,0 år,0
Gift/separeret,2016K4,1 år,0
Gift/separeret,2016K4,2 år,0
Gift/separeret,2016K4,3 år,0
Gift/separeret,2016K4,4 år,0
Gift/separeret,2016K4,5 år,0
Gift/separeret,2016K4,6 år,0
Gift/separeret,2016K4,7 år,0
Gift/separeret,2016K4,8 år,0
Gift/separeret,2016K4,9 år,0
Gift/separeret,2016K4,10 år,0
Gift/separeret,2016K4,11 år,0
Gift/separeret,2016K4,12 år,0
Gift/separeret,2016K4,13 år,0
Gift/separeret,2016K4,14 år,0
Gift/separeret,2016K4,15 år,0
Gift/separeret,2016K4,16 år,1
Gift/separeret,2016K4,17 år,12
Gift/separeret,2016K4,18 år,54
Gift/separeret,2016K4,19 år,207
Gift/separeret,2016K4,20 år,486
Gift/separeret,2016K4,21 år,919
Gift/separeret,2016K4,22 år,1590
Gift/separeret,2016K4,23 år,2638
Gift/separeret,2016K4,24 år,4109
Gift/separeret,2016K4,25 år,6205
Gift/separeret,2016K4,26 år,8809
Gift/separeret,2016K4,27 år,11558
Gift/separeret,2016K4,28 år,14519
Gift/separeret,2016K4,29 år,17797
Gift/separeret,2016K4,30 år,20908
Gift/separeret,2016K4,31 år,23188
Gift/separeret,2016K4,32 år,25324
Gift/separeret,2016K4,33 år,27498
Gift/separeret,2016K4,34 år,29557
Gift/separeret,2016K4,35 år,31590
Gift/separeret,2016K4,36 år,34726
Gift/separeret,2016K4,37 år,36507
Gift/separeret,2016K4,38 år,38580
Gift/separeret,2016K4,39 år,38901
Gift/separeret,2016K4,40 år,42256
Gift/separeret,2016K4,41 år,44907
Gift/separeret,2016K4,42 år,44502
Gift/separeret,2016K4,43 år,44797
Gift/separeret,2016K4,44 år,47326
Gift/separeret,2016K4,45 år,45804
Gift/separeret,2016K4,46 år,44325
Gift/separeret,2016K4,47 år,44428
Gift/separeret,2016K4,48 år,46352
Gift/separeret,2016K4,49 år,49734
Gift/separeret,2016K4,50 år,52095
Gift/separeret,2016K4,51 år,50793
Gift/separeret,2016K4,52 år,49615
Gift/separeret,2016K4,53 år,47939
Gift/separeret,2016K4,54 år,46693
Gift/separeret,2016K4,55 år,45406
Gift/separeret,2016K4,56 år,45221
Gift/separeret,2016K4,57 år,44587
Gift/separeret,2016K4,58 år,44367
Gift/separeret,2016K4,59 år,44342
Gift/separeret,2016K4,60 år,44991
Gift/separeret,2016K4,61 år,44227
Gift/separeret,2016K4,62 år,43572
Gift/separeret,2016K4,63 år,44882
Gift/separeret,2016K4,64 år,42955
Gift/separeret,2016K4,65 år,42624
Gift/separeret,2016K4,66 år,43801
Gift/separeret,2016K4,67 år,43587
Gift/separeret,2016K4,68 år,45374
Gift/separeret,2016K4,69 år,47809
Gift/separeret,2016K4,70 år,47796
